Date,Close,High,Low,Open,Volume,7203.T_21D_ret,7203.T_63D_ret,7203.T_126D_ret,7203.T_252D_ret,8035.T_21D_ret,8035.T_63D_ret,8035.T_126D_ret,8035.T_252D_ret,9984.T_21D_ret,9984.T_63D_ret,9984.T_126D_ret,9984.T_252D_ret,AAPL_21D_ret,AAPL_63D_ret,AAPL_126D_ret,AAPL_252D_ret,AZN.L_21D_ret,AZN.L_63D_ret,AZN.L_126D_ret,AZN.L_252D_ret,BAS.DE_21D_ret,BAS.DE_63D_ret,BAS.DE_126D_ret,BAS.DE_252D_ret,BNDX_21D_ret,BNDX_63D_ret,BNDX_126D_ret,BNDX_252D_ret,BRK-B_21D_ret,BRK-B_63D_ret,BRK-B_126D_ret,BRK-B_252D_ret,BTC-USD_21D_ret,BTC-USD_63D_ret,BTC-USD_126D_ret,BTC-USD_252D_ret,BTC-USD_Dist_SMA200,BWX_21D_ret,BWX_63D_ret,BWX_126D_ret,BWX_252D_ret,DX-Y.NYB_21D_ret,DX-Y.NYB_63D_ret,DX-Y.NYB_126D_ret,DX-Y.NYB_252D_ret,EEM_21D_ret,EEM_63D_ret,EEM_126D_ret,EEM_252D_ret,EURUSD=X_21D_ret,EURUSD=X_63D_ret,EURUSD=X_126D_ret,EURUSD=X_252D_ret,EURUSD=X_Dist_SMA200,HYG_21D_ret,HYG_63D_ret,HYG_126D_ret,HYG_252D_ret,IGOV_21D_ret,IGOV_63D_ret,IGOV_126D_ret,IGOV_252D_ret,IWM_21D_ret,IWM_63D_ret,IWM_126D_ret,IWM_252D_ret,IYT_21D_ret,IYT_63D_ret,IYT_126D_ret,IYT_252D_ret,JPM_21D_ret,JPM_63D_ret,JPM_126D_ret,JPM_252D_ret,JPY=X_21D_ret,JPY=X_63D_ret,JPY=X_126D_ret,JPY=X_252D_ret,JPY=X_Dist_SMA200,LBR=F_21D_ret,LBR=F_63D_ret,LBR=F_126D_ret,LBR=F_252D_ret,LE=F_21D_ret,LE=F_63D_ret,LE=F_126D_ret,LE=F_252D_ret,LQD_21D_ret,LQD_63D_ret,LQD_126D_ret,LQD_252D_ret,MSFT_21D_ret,MSFT_63D_ret,MSFT_126D_ret,MSFT_252D_ret,NVDA_21D_ret,NVDA_63D_ret,NVDA_126D_ret,NVDA_252D_ret,OJ=F_21D_ret,OJ=F_63D_ret,OJ=F_126D_ret,OJ=F_252D_ret,RIO.L_21D_ret,RIO.L_63D_ret,RIO.L_126D_ret,RIO.L_252D_ret,RSP_21D_ret,RSP_63D_ret,RSP_126D_ret,RSP_252D_ret,SAP.DE_21D_ret,SAP.DE_63D_ret,SAP.DE_126D_ret,SAP.DE_252D_ret,SHEL.L_21D_ret,SHEL.L_63D_ret,SHEL.L_126D_ret,SHEL.L_252D_ret,SIE.DE_21D_ret,SIE.DE_63D_ret,SIE.DE_126D_ret,SIE.DE_252D_ret,SMH_21D_ret,SMH_63D_ret,SMH_126D_ret,SMH_252D_ret,SPY_21D_ret,SPY_63D_ret,SPY_126D_ret,SPY_252D_ret,TLT_21D_ret,TLT_63D_ret,TLT_126D_ret,TLT_252D_ret,VNQ_21D_ret,VNQ_63D_ret,VNQ_126D_ret,VNQ_252D_ret,XBI_21D_ret,XBI_63D_ret,XBI_126D_ret,XBI_252D_ret,XLE_21D_ret,XLE_63D_ret,XLE_126D_ret,XLE_252D_ret,XLF_21D_ret,XLF_63D_ret,XLF_126D_ret,XLF_252D_ret,XLK_21D_ret,XLK_63D_ret,XLK_126D_ret,XLK_252D_ret,XLP_21D_ret,XLP_63D_ret,XLP_126D_ret,XLP_252D_ret,XLU_21D_ret,XLU_63D_ret,XLU_126D_ret,XLU_252D_ret,XLV_21D_ret,XLV_63D_ret,XLV_126D_ret,XLV_252D_ret,XLY_21D_ret,XLY_63D_ret,XLY_126D_ret,XLY_252D_ret,ZC=F_21D_ret,ZC=F_63D_ret,ZC=F_126D_ret,ZC=F_252D_ret,ZW=F_21D_ret,ZW=F_63D_ret,ZW=F_126D_ret,ZW=F_252D_ret,^GDAXI_21D_ret,^GDAXI_63D_ret,^GDAXI_126D_ret,^GDAXI_252D_ret,^IRX_Level,^IRX_21D_diff,^IRX_63D_diff,^IRX_126D_diff,^IRX_252D_diff,^N225_21D_ret,^N225_63D_ret,^N225_126D_ret,^N225_252D_ret,^TNX_Level,^TNX_21D_diff,^TNX_63D_diff,^TNX_126D_diff,^TNX_252D_diff,^VIX_Level,^VIX_21D_diff,^VIX_63D_diff,^VIX_126D_diff,^VIX_252D_diff,CPIAUCSL_Level,PAYEMS_Level,UNRATE_Level,T10Y2Y_Level,WALCL_Level,CP00MI15EA20M086NEST_Level,LRHUTTTTJPM156S_Level,JPNASSETS_Level,JPNPROINDMISMEI_Level,GBRCPIALLMINMEI_Level,LRHUTTTTGBM156S_Level,GBRPROINDMISMEI_Level,USEPUINDXD_Level,USEPUINDXD_ZScore,GEPUCURRENT_Level,M2SL_Level,NFCI_Level,PERMIT_Level,UMCSENT_Level,DGORDER_Level,ratio_credit_spread_Level,ratio_credit_spread_21D_diff,ratio_credit_spread_63D_diff,ratio_credit_spread_126D_diff,ratio_credit_spread_252D_diff,ratio_consumer_risk_Level,ratio_consumer_risk_21D_diff,ratio_consumer_risk_63D_diff,ratio_consumer_risk_126D_diff,ratio_consumer_risk_252D_diff,ratio_risk_on_off_Level,ratio_risk_on_off_21D_diff,ratio_risk_on_off_63D_diff,ratio_risk_on_off_126D_diff,ratio_risk_on_off_252D_diff,ratio_tech_dominance_Level,ratio_tech_dominance_21D_diff,ratio_tech_dominance_63D_diff,ratio_tech_dominance_126D_diff,ratio_tech_dominance_252D_diff,ratio_intl_vs_us_bonds_Level,ratio_intl_vs_us_bonds_21D_diff,ratio_intl_vs_us_bonds_63D_diff,ratio_intl_vs_us_bonds_126D_diff,ratio_intl_vs_us_bonds_252D_diff,Ret_21D,Ret_63D,Ret_126D,Ret_252D,Dist_SMA_50,Dist_SMA_200,Vol_21D,Future_Return,Target
2023-07-04,57.11372375488281,57.48762845571936,56.833297012165154,57.39415406341997,3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.144999980926514,,,,,,,,,3.8580000400543213,,,,,13.569999694824219,,,,,,,,-1.08,8340914.0,,,,,,,,60.81,,,,-0.227,,,,0.6643988843737668,,,,,1.2110681853096987,,,,,4.728254162768951,,,,,0.19914631128429722,,,,,0.4282741255989376,,,,,,,,,,,,-0.23076919480470903,0.0
2023-07-05,57.02024841308594,57.4876274984391,56.17896463312247,56.833296065780786,4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.192999839782715,,,,,,,,,3.944999933242798,,,,,14.180000305175781,,,,,,,,-0.99,8298312.0,,,,,,,,137.28,,,,-0.227,,,,0.6671280557293315,,,,,1.2136720331407176,,,,,4.766512732197552,,,,,0.19821284031975667,,,,,0.42964595923935195,,,,,,,,,,,,-0.24836066407288004,0.0
2023-07-06,55.52463912963867,57.207203195362965,55.33768677437607,56.73982409011624,12158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2129998207092285,,,,,,,,,4.040999889373779,,,,,15.4399995803833,,,,,,,,-0.94,8298312.0,,,,,,,,40.77,,,,-0.227,,,,0.6690514861033521,,,,,1.1971664607663204,,,,,4.797034849641108,,,,,0.1992442507899436,,,,,0.43336702272526184,,,,,,,,,,,,-0.266835084670341,0.0
2023-07-07,56.73982238769531,57.02024912926551,52.53341056668392,53.93554784035438,19339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2129998207092285,,,,,,,,,4.050000190734863,,,,,14.829999923706055,,,,,,,,-0.88,8298312.0,,,,,,,,93.53,,,,-0.236,,,,0.6703206357116946,,,,,1.2144803245999012,,,,,4.813900559037041,,,,,0.198877378763689,,,,,0.43833737116112975,,,,,,,,,,,,-0.26523893633482953,0.0
2023-07-10,57.48762893676758,57.58110332984915,55.80506490056268,56.73982309465646,9057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.224999904632568,,,,,,,,,4.00600004196167,,,,,15.069999694824219,,,,,,,,-0.84,8298312.0,,,,,,,,39.18,,,,-0.236,,,,0.6701866975489229,,,,,1.2185408121930932,,,,,4.819761077646509,,,,,0.19889663309958766,,,,,0.43887851213732676,,,,,,,,,,,,-0.2821137731778628,0.0
2023-07-11,56.36591720581055,57.76805446747658,56.272442814693925,57.67458007635996,9155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.243000030517578,,,,,,,,,3.9800000190734863,,,,,14.84000015258789,,,,,,,,-0.89,8298312.0,,,,,,,,37.82,,,,-0.236,,,,0.6706378135886323,,,,,1.2268880129386022,,,,,4.825649159091752,,,,,0.1980639556719561,,,,,0.4375219003392377,,,,,,,,,,,,-0.24958535764818957,0.0
2023-07-12,56.83329772949219,57.11372447574928,55.71158717864428,56.36591863045719,12739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.230000019073486,,,,,,,,,3.8610000610351562,,,,,13.539999961853027,,,,,,,,-0.86,8296923.0,,,,,,,,89.22,,,,-0.236,,,,0.6699422904680531,,,,,1.235062533932504,,,,,4.81092333860971,,,,,0.19871025335778936,,,,,0.43962067830613016,,,,,,,,,,,,-0.26315789473684215,0.0
2023-07-13,56.73982238769531,57.67458057014228,56.45939564612512,57.02024912926551,6942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2230000495910645,,,,,,,,,3.760999917984009,,,,,13.609999656677246,,,,,,,,-0.83,8296923.0,,,,,,,,75.95,,,,-0.236,,,,0.6692216124714987,,,,,1.2414174157048232,,,,,4.798660013508065,,,,,0.19971778468730378,,,,,0.4417818895567783,,,,,,,,,,,,-0.26359143106321603,0.0
2023-07-14,58.04848098754883,58.04848098754883,55.61811116949529,56.83329607852206,12683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.215000152587891,,,,,,,,,3.819000005722046,,,,,13.34000015258789,,,,,,,,-0.91,8296923.0,,,,,,,,206.65,,,,-0.248,,,,0.6695498061969919,,,,,1.240430618964963,,,,,4.824079787740163,,,,,0.19954747390567407,,,,,0.44199507444663627,,,,,,,,,,,,-0.2842189434608956,0.0
2023-07-17,57.3941535949707,58.32891177361309,57.02024889718596,58.141959424720724,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.232999801635742,,,,,,,,,3.796999931335449,,,,,13.479999542236328,,,,,,,,-0.93,8296923.0,,,,,,,,155.95,,,,-0.248,,,,0.6696756827943002,,,,,1.2491653561101017,,,,,4.838441323295577,,,,,0.20139934868360637,,,,,0.44265066726816826,,,,,,,,,,,,-0.27035831831281754,0.0
